sample_id,pack,class_type,variant,gt_track,gt_artist,final_rank,fused_rank,ndcg@20,best_branch_rank,best_branch,n_branch_pools,gt_release_date_masked,gt_hard_dropped,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,current_config_state_selector_family,Brain Relaxation Sky,Sample Rain Library,48,26,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,26,False,False,True,True,True,True,True,False,True,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,current_config_state_selector_family,Go Go Gadget Flow,Lupe Fiasco,,,0.0,18,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,22,False,True,True,True,True,True,True,False,False,False,False,False
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,current_config_state_selector_family,Silhouette,Julia Holter,,,0.0,,,20,False,True,False,False,False,False,False,False,False,False,False,False
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,current_config_state_selector_family,Music Will Untune the Sky,Have A Nice Life,,,0.0,576,state_feature_selector.dense.attributes_enriched,20,False,False,False,False,False,False,True,False,False,False,False,False
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,current_config_state_selector_family,The Animus 2.0,Jesper Kyd,43,23,0.0,3,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,24,False,False,True,True,True,True,True,False,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,White Ferrari,Frank Ocean,19,19,0.23137821315975915,1,centroid.anchor_tracks.image_siglip2,26,False,False,True,True,True,True,True,True,True,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Young And Beautiful,Lana Del Rey,19,19,0.23137821315975915,1,lookup.resolved_artist_discography,26,False,False,True,True,True,True,True,True,True,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,19,19,0.23137821315975915,3,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,True,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,0.0,1,centroid.anchor_tracks.cf_bpr,24,False,True,True,True,True,True,True,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Crawling,Linkin Park,,,0.0,19,bm25,26,False,True,True,True,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Smells Like Teen Spirit,Nirvana,902,902,0.0,215,bm25,20,False,False,False,False,False,False,True,False,False,False,False,True
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Hung Up,Madonna,9,10,0.3010299956639812,1,lookup.resolved_artist_discography,26,False,False,True,True,True,True,True,True,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,93 'Til Infinity,Souls Of Mischief,51,24,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,26,False,False,True,True,True,True,True,False,False,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,Army Dreamers,Kate Bush,,,0.0,420,bm25,22,False,True,False,False,False,False,True,False,False,False,False,False
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,current_config_state_selector_family,En el 2000,Natalia Lafourcade,18,18,0.23540891336663824,1,bm25,23,False,False,True,True,True,True,True,True,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Runaway,"Pusha T, Kanye West",55,37,0.0,1,centroid.anchor_tracks.image_siglip2,24,False,False,True,True,True,True,True,False,False,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",,,0.0,19,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,26,True,False,True,True,True,True,True,False,False,False,False,False
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Alive,Pearl Jam,1,1,1.0,1,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,26,False,False,True,True,True,True,True,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",37,37,0.0,2,centroid.anchor_tracks.image_siglip2,24,False,False,True,True,True,True,True,False,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,current_config_state_selector_family,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",21,21,0.0,1,centroid.anchor_tracks.image_siglip2,26,False,False,True,True,True,True,True,False,True,True,True,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,failure,current_config_state_selector_family,YAH.,Kendrick Lamar,13,13,0.26264953503719357,18,centroid.anchor_tracks.image_siglip2,26,False,False,True,True,True,True,True,True,True,True,True,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Stay Down,Brent Faiyaz,6,3,0.3562071871080222,1,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,24,False,False,True,True,True,True,True,True,True,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Cinderella (feat. Ty Dolla $ign),Mac Miller,5,6,0.38685280723454163,2,centroid.anchor_tracks.image_siglip2,26,False,False,True,True,True,True,True,True,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Sentimento Louco - Ao Vivo,Marília Mendonça,177,9,0.0,7,centroid.anchor_tracks.image_siglip2,26,False,False,True,True,True,True,True,False,False,False,True,True
e6ba98e1-9bee-4cc9-a6b7-0a8dcd767a1f::t7,P0_same_album_ranker_failure,failure,current_config_state_selector_family,Boom,P.O.D.,76,83,0.0,3,centroid.anchor_tracks.image_siglip2,28,False,False,True,True,True,True,True,False,False,True,True,True
ad5348a7-d3bc-4882-bfca-54aa655eac96::t5,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Glitter,"Tyler, The Creator",,,0.0,559,centroid.anchor_tracks.audio_laion_clap,21,False,False,False,False,False,False,True,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Las Almas Del Silencio,Ricky Martin,67,133,0.0,52,state_feature_selector.dense.attributes,22,False,False,False,False,True,True,True,False,False,True,True,True
464477e4-f186-47fb-8cb0-55691c8b8f57::t6,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Where Eagles Dare,"Glenn Danzig, Misfits",,882,0.0,30,centroid.anchor_tracks.image_siglip2,26,False,False,False,True,True,True,True,False,False,False,False,False
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t5,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,You Know What I Mean,Cults,561,840,0.0,25,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,26,False,False,False,True,True,True,True,False,False,False,False,True
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,The City Is At War,Cobra Starship,104,157,0.0,11,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,False,False,False,True,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,226,225,0.0,41,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,20,False,False,False,True,True,True,True,False,False,False,False,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Do Everything,Steven Curtis Chapman,46,48,0.0,40,state_feature_selector.dense.sonic_nl,22,False,False,False,True,True,True,True,False,True,True,True,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,A New World,Harry Gregson-Williams,38,28,0.0,5,state_feature_selector.dense.metadata,20,False,False,True,True,True,True,True,False,True,True,True,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Arregaçada / U Can't Touch This,Banda Uó,584,576,0.0,35,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,24,False,False,False,True,True,True,True,False,False,False,False,True
54cda581-3b2e-4245-a479-1a27589760d2::t3,P1_positive_tag_retrieval_gap_failure,failure,current_config_state_selector_family,Deliberation - Studio,Katatonia,167,322,0.0,5,state_feature_selector.dense.attributes_enriched,26,False,False,True,True,True,True,True,False,False,False,True,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t3,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Yellow,Coldplay,46,58,0.0,1,lookup.era_popularity,23,False,False,True,True,True,True,True,False,True,True,True,True
a62ed6fc-e634-4d57-afab-36d9ffc0fcc1::t1,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Iris,The Goo Goo Dolls,111,232,0.0,2,lookup.era_popularity,22,False,False,True,True,True,True,True,False,False,False,True,True
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Dreams - 2004 Remaster,Fleetwood Mac,444,660,0.0,1,lookup.era_popularity,26,False,False,True,True,True,True,True,False,False,False,False,True
2eb984dc-9c71-449a-a335-caaa113d2c2b::t3,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Tennessee Whiskey,Chris Stapleton,12,8,0.27023815442731974,1,state_feature_selector.dense.intent,26,False,False,True,True,True,True,True,True,True,True,True,True
43a0926b-882e-403d-8cf7-2b0a598e0cc5::t2,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Devil In A New Dress,"Rick Ross, Kanye West",26,22,0.0,1,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,False,True,True,True,True
401c369d-1eba-41b2-8eca-d93a6faeeddc::t3,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Walk,Pantera,17,20,0.23981246656813146,3,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,26,False,False,True,True,True,True,True,True,True,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Old Time Rock & Roll,Bob Seger,9,9,0.3010299956639812,2,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,28,False,False,True,True,True,True,True,True,True,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,And I Love Her - Remastered,The Beatles,,,0.0,1,centroid.anchor_tracks.image_siglip2,19,False,True,True,True,True,True,True,False,False,False,False,False
66ff896f-fcbc-4c42-9d69-b0b5b5ae5a56::t3,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Hungry Heart,Bruce Springsteen,29,29,0.0,4,centroid.anchor_tracks.cf_bpr,26,False,False,True,True,True,True,True,False,True,True,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t1,P0_good_state_ranker_near_miss_failure,failure,current_config_state_selector_family,Electric Relaxation,A Tribe Called Quest,53,23,0.0,1,centroid.anchor_tracks.cf_bpr,26,False,False,True,True,True,True,True,False,False,True,True,True
0681d55b-98a0-4773-a9df-075a8050d805::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Numb,Linkin Park,1,1,1.0,1,bm25,21,False,False,True,True,True,True,True,True,True,True,True,True
8bee6f03-8cae-44ae-9325-455dc1138549::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Africa,"TOTO, Toto",2,2,0.6309297535714575,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
d62387d0-3743-4ddc-bc92-8204c951ccee::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,In the End,Linkin Park,1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
bd2aa024-68e7-43c2-aa87-afce9b4d7cf1::t2,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Shut Up and Dance,WALK THE MOON,1,1,1.0,1,bm25,28,False,False,True,True,True,True,True,True,True,True,True,True
028027d3-ad67-4cfb-baca-516772ae7399::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Toxic,Britney Spears,3,4,0.5,1,bm25,28,False,False,True,True,True,True,True,True,True,True,True,True
fada63d6-1275-47a1-b3ab-30eae222fd72::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Toxic,Britney Spears,2,2,0.6309297535714575,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
7c3154c5-d1c2-4f07-9b8d-96d187334f1b::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Way Down We Go,"Kaleo, KALEO",1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
ba3da7b0-1e81-4d2a-90fa-65ee1f4d7348::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Heart-Shaped Box,Nirvana,1,1,1.0,1,bm25,29,False,False,True,True,True,True,True,True,True,True,True,True
3664db63-1623-4ae7-9910-dd8bc3c2bd83::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,No Scrubs,TLC,1,1,1.0,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
7b550636-72fe-490e-ad38-a1912d08449f::t1,POS_exact_entity_success_control,positive_control,current_config_state_selector_family,Believe,Cher,2,2,0.6309297535714575,1,bm25,20,False,False,True,True,True,True,True,True,True,True,True,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t8,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Feel Good Inc,Gorillaz,5,2,0.38685280723454163,1,lookup.resolved_artist_discography,26,False,False,True,True,True,True,True,True,True,True,True,True
