sample_id,pack,variant,gt_track,gt_artist,final_rank,fused_rank,best_branch_rank,best_branch,n_branch_pools,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,bm25_lookup,Love Train,The O'Jays,356,381,193,bm25,2,False,False,False,True,True,False,False,False,False,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,bm25_lookup,Leraine,Kettel,,,,,2,False,False,False,False,False,False,False,False,False,False
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,bm25_lookup,Thriller,Fall Out Boy,574,723,530,bm25,3,False,False,False,False,True,False,False,False,False,True
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,bm25_lookup,Breath and Life,Audiomachine,,,,,2,False,False,False,False,False,False,False,False,False,False
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,bm25_lookup,Constant Craving - Remastered,k.d. lang,,,,,2,False,False,False,False,False,False,False,False,False,False
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,bm25_lookup,Pilot,"Benjamin Wallfisch, Hans Zimmer",,,,,1,False,False,False,False,False,False,False,False,False,False
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,bm25_lookup,Nordlys,Myrkur,46,44,45,bm25,1,False,True,True,True,True,False,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,bm25_lookup,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,129,lookup.era_popularity,2,False,False,False,True,True,False,False,False,False,False
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,bm25_lookup,Soil,System Of A Down,,,52,bm25,1,False,False,True,True,True,False,False,False,False,False
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,bm25_lookup,Go Go Gadget Flow,Lupe Fiasco,,,66,bm25,1,False,False,True,True,True,False,False,False,False,False
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,bm25_lookup,White Ferrari,Frank Ocean,2,2,2,lookup.resolved_artist_discography,2,True,True,True,True,True,True,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,bm25_lookup,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,,,1,False,False,False,False,False,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,bm25_lookup,Crawling,Linkin Park,,,17,bm25,2,True,True,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,bm25_lookup,Smells Like Teen Spirit,Nirvana,219,219,218,bm25,2,False,False,False,False,True,False,False,False,False,True
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,bm25_lookup,En el 2000,Natalia Lafourcade,1,1,3,bm25,2,True,True,True,True,True,True,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,bm25_lookup,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",673,673,673,bm25,1,False,False,False,False,True,False,False,False,False,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,bm25_lookup,YAH.,Kendrick Lamar,,,,,1,False,False,False,False,False,False,False,False,False,False
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,bm25_lookup,Stay Down,Brent Faiyaz,,,,,1,False,False,False,False,False,False,False,False,False,False
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,bm25_lookup,Cinderella (feat. Ty Dolla $ign),Mac Miller,29,34,36,bm25,1,False,True,True,True,True,False,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,bm25_lookup,Sentimento Louco - Ao Vivo,Marília Mendonça,,,,,1,False,False,False,False,False,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,bm25_lookup,Las Almas Del Silencio,Ricky Martin,526,722,535,bm25,2,False,False,False,False,True,False,False,False,False,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,bm25_lookup,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,793,824,824,bm25,1,False,False,False,False,True,False,False,False,False,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,bm25_lookup,Do Everything,Steven Curtis Chapman,470,492,492,bm25,1,False,False,False,False,True,False,False,False,False,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,bm25_lookup,A New World,Harry Gregson-Williams,448,436,436,bm25,1,False,False,False,False,True,False,False,False,False,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,bm25_lookup,Arregaçada / U Can't Touch This,Banda Uó,,,,,1,False,False,False,False,False,False,False,False,False,False
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,bm25_lookup,Dreams - 2004 Remaster,Fleetwood Mac,3,4,1,lookup.era_popularity,2,True,True,True,True,True,True,True,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,bm25_lookup,Old Time Rock & Roll,Bob Seger,53,76,50,lookup.era_popularity,2,False,True,True,True,True,False,False,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,bm25_lookup,And I Love Her - Remastered,The Beatles,,,1,lookup.resolved_artist_discography,2,True,True,True,True,True,False,False,False,False,False
66ff896f-fcbc-4c42-9d69-b0b5b5ae5a56::t3,P0_good_state_ranker_near_miss_failure,bm25_lookup,Hungry Heart,Bruce Springsteen,148,172,76,lookup.era_popularity,2,False,False,True,True,True,False,False,False,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t1,P0_good_state_ranker_near_miss_failure,bm25_lookup,Electric Relaxation,A Tribe Called Quest,81,23,11,bm25,2,True,True,True,True,True,False,False,True,True,True
0681d55b-98a0-4773-a9df-075a8050d805::t1,POS_exact_entity_success_control,bm25_lookup,Numb,Linkin Park,1,1,1,bm25,3,True,True,True,True,True,True,True,True,True,True
8bee6f03-8cae-44ae-9325-455dc1138549::t1,POS_exact_entity_success_control,bm25_lookup,Africa,"TOTO, Toto",1,1,1,bm25,2,True,True,True,True,True,True,True,True,True,True
d62387d0-3743-4ddc-bc92-8204c951ccee::t1,POS_exact_entity_success_control,bm25_lookup,In the End,Linkin Park,1,1,1,bm25,2,True,True,True,True,True,True,True,True,True,True
fada63d6-1275-47a1-b3ab-30eae222fd72::t1,POS_exact_entity_success_control,bm25_lookup,Toxic,Britney Spears,1,1,1,bm25,2,True,True,True,True,True,True,True,True,True,True
7c3154c5-d1c2-4f07-9b8d-96d187334f1b::t1,POS_exact_entity_success_control,bm25_lookup,Way Down We Go,"Kaleo, KALEO",1,1,1,bm25,2,True,True,True,True,True,True,True,True,True,True
3664db63-1623-4ae7-9910-dd8bc3c2bd83::t1,POS_exact_entity_success_control,bm25_lookup,No Scrubs,TLC,1,1,1,bm25,2,True,True,True,True,True,True,True,True,True,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t8,POS_clean_final_hit_control,bm25_lookup,Feel Good Inc,Gorillaz,1,1,1,lookup.resolved_artist_discography,2,True,True,True,True,True,True,True,True,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,bm25_lookup,Ivy,Frank Ocean,2,2,1,bm25,3,True,True,True,True,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,bm25_lookup,Even Flow,Pearl Jam,1,1,1,bm25,2,True,True,True,True,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,bm25_lookup,It Was A Good Day,Ice Cube,2,1,1,lookup.resolved_artist_discography,3,True,True,True,True,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,bm25_lookup,Rock with You - Single Version,Michael Jackson,1,1,1,bm25,3,True,True,True,True,True,True,True,True,True,True
0b9d547f-e748-464a-90e2-2199149f915c::t6,P0_roleless_stale_entity_failure,centroid_style,Give It To Me Baby,Rick James,485,856,169,lookup.era_popularity,5,False,False,False,True,True,False,False,False,False,True
0858f444-c9af-4f08-a9fc-2a731a24182b::t5,P0_roleless_stale_entity_failure,centroid_style,Armature,Emptyset,,,,,4,False,False,False,False,False,False,False,False,False,False
9b9b7c6b-b376-4d6b-8716-aa7cf0127322::t4,P0_roleless_stale_entity_failure,centroid_style,The Carbon Stampede,Cattle Decapitation,249,277,137,centroid.anchor_tracks.cf_bpr,4,False,False,False,True,True,False,False,False,False,True
78cdaccb-0f9b-4876-80b1-c20bf0b444e6::t8,P0_roleless_stale_entity_failure,centroid_style,In the Shadows,The Rasmus,977,,253,centroid.anchor_tracks.audio_laion_clap,4,False,False,False,False,True,False,False,False,False,True
d9a65836-7165-45bf-aa3e-3ef7ba5d073a::t2,P0_roleless_stale_entity_failure,centroid_style,Move Along,The All-American Rejects,615,726,539,bm25,2,False,False,False,False,True,False,False,False,False,True
88beb200-0334-4aba-be15-8e1303725766::t6,P0_novelty_prior_anchor_failure,centroid_style,Used To,"Lil Wayne, Drake",969,,,,2,False,False,False,False,False,False,False,False,False,True
daeef24e-b041-4140-9101-882820c63408::t7,P0_novelty_prior_anchor_failure,centroid_style,The Analog Kid,Rush,438,438,104,bm25,5,False,False,False,True,True,False,False,False,False,True
380a5ed5-3eb9-4201-8fa6-81381a583bf5::t3,P0_novelty_prior_anchor_failure,centroid_style,God Hates a Coward,Tomahawk,,,828,bm25,4,False,False,False,False,True,False,False,False,False,False
5f085552-b56b-440e-830b-b4e40b58f854::t6,P0_novelty_prior_anchor_failure,centroid_style,Redneck Yacht Club,Craig Morgan,125,191,134,centroid.anchor_tracks.audio_laion_clap,5,False,False,False,True,True,False,False,False,True,True
8bcb7d16-9be0-40cc-9a9d-28b654997b8d::t6,P0_novelty_prior_anchor_failure,centroid_style,Exit Theme (feat. Astronautalis & Lotte Kestner),"Astronautalis, Sadistik, Lotte Kestner",1,2,1,centroid.anchor_tracks.audio_laion_clap,4,True,True,True,True,True,True,True,True,True,True
a930da0d-07f1-46c6-909d-e4fd95ae1148::t6,P0_new_artist_union20_gap_failure,centroid_style,Without You,Christina Aguilera,,,,,1,False,False,False,False,False,False,False,False,False,False
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,centroid_style,Hong Kong 2046,Hong Kong Express,,,,,1,False,False,False,False,False,False,False,False,False,False
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,centroid_style,Sparks,Hilary Duff,111,187,89,bm25,2,False,False,True,True,True,False,False,False,True,True
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,centroid_style,Acknowledge,Masta Ace,665,794,463,centroid.anchor_tracks.cf_bpr,5,False,False,False,False,True,False,False,False,False,True
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,centroid_style,Two To Make It Right,Seduction,490,661,183,centroid.anchor_tracks.audio_laion_clap,5,False,False,False,True,True,False,False,False,False,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,centroid_style,Love Train,The O'Jays,295,384,193,bm25,5,False,False,False,True,True,False,False,False,False,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,centroid_style,Leraine,Kettel,,,,,5,False,False,False,False,False,False,False,False,False,False
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,centroid_style,Thriller,Fall Out Boy,,,530,bm25,6,False,False,False,False,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,centroid_style,Breath and Life,Audiomachine,,,,,2,False,False,False,False,False,False,False,False,False,False
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,centroid_style,Constant Craving - Remastered,k.d. lang,,,393,centroid.anchor_tracks.audio_laion_clap,5,False,False,False,False,True,False,False,False,False,False
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,centroid_style,Pilot,"Benjamin Wallfisch, Hans Zimmer",,,317,centroid.anchor_tracks.image_siglip2,4,False,False,False,False,True,False,False,False,False,False
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,centroid_style,Nordlys,Myrkur,46,44,45,bm25,1,False,True,True,True,True,False,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,centroid_style,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,14,centroid.anchor_tracks.cf_bpr,5,True,True,True,True,True,False,False,False,False,False
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,centroid_style,Soil,System Of A Down,,,52,bm25,4,False,False,True,True,True,False,False,False,False,False
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,centroid_style,Go Go Gadget Flow,Lupe Fiasco,,,66,bm25,1,False,False,True,True,True,False,False,False,False,False
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,centroid_style,White Ferrari,Frank Ocean,2,2,1,centroid.anchor_tracks.image_siglip2,5,True,True,True,True,True,True,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,centroid_style,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,1,centroid.anchor_tracks.cf_bpr,4,True,True,True,True,True,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,centroid_style,Crawling,Linkin Park,,,17,bm25,5,True,True,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,centroid_style,Smells Like Teen Spirit,Nirvana,581,581,213,bm25,5,False,False,False,False,True,False,False,False,False,True
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,centroid_style,En el 2000,Natalia Lafourcade,23,23,3,bm25,5,True,True,True,True,True,False,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,centroid_style,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",696,696,698,bm25,1,False,False,False,False,True,False,False,False,False,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,centroid_style,YAH.,Kendrick Lamar,417,417,166,centroid.anchor_tracks.image_siglip2,4,False,False,False,True,True,False,False,False,False,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,centroid_style,Stay Down,Brent Faiyaz,1,1,1,centroid.anchor_tracks.audio_laion_clap,4,True,True,True,True,True,True,True,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,centroid_style,Cinderella (feat. Ty Dolla $ign),Mac Miller,14,22,36,bm25,4,False,True,True,True,True,True,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,centroid_style,Sentimento Louco - Ao Vivo,Marília Mendonça,372,38,31,centroid.anchor_tracks.image_siglip2,4,False,True,True,True,True,False,False,False,False,True
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,centroid_style,Las Almas Del Silencio,Ricky Martin,526,722,535,bm25,2,False,False,False,False,True,False,False,False,False,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,centroid_style,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,793,824,824,bm25,1,False,False,False,False,True,False,False,False,False,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,centroid_style,Do Everything,Steven Curtis Chapman,470,492,492,bm25,1,False,False,False,False,True,False,False,False,False,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,centroid_style,A New World,Harry Gregson-Williams,448,436,436,bm25,1,False,False,False,False,True,False,False,False,False,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,centroid_style,Arregaçada / U Can't Touch This,Banda Uó,,,,,4,False,False,False,False,False,False,False,False,False,False
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,centroid_style,Dreams - 2004 Remaster,Fleetwood Mac,32,39,1,lookup.era_popularity,5,True,True,True,True,True,False,True,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,centroid_style,Old Time Rock & Roll,Bob Seger,2,2,7,centroid.anchor_tracks.cf_bpr,5,True,True,True,True,True,True,True,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,centroid_style,And I Love Her - Remastered,The Beatles,,,1,centroid.anchor_tracks.image_siglip2,5,True,True,True,True,True,False,False,False,False,False
66ff896f-fcbc-4c42-9d69-b0b5b5ae5a56::t3,P0_good_state_ranker_near_miss_failure,centroid_style,Hungry Heart,Bruce Springsteen,1,1,2,centroid.anchor_tracks.cf_bpr,5,True,True,True,True,True,True,True,True,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t1,P0_good_state_ranker_near_miss_failure,centroid_style,Electric Relaxation,A Tribe Called Quest,19,8,1,centroid.anchor_tracks.cf_bpr,5,True,True,True,True,True,True,True,True,True,True
0681d55b-98a0-4773-a9df-075a8050d805::t1,POS_exact_entity_success_control,centroid_style,Numb,Linkin Park,1,1,1,bm25,6,True,True,True,True,True,True,True,True,True,True
8bee6f03-8cae-44ae-9325-455dc1138549::t1,POS_exact_entity_success_control,centroid_style,Africa,"TOTO, Toto",1,1,1,bm25,5,True,True,True,True,True,True,True,True,True,True
d62387d0-3743-4ddc-bc92-8204c951ccee::t1,POS_exact_entity_success_control,centroid_style,In the End,Linkin Park,1,1,1,bm25,5,True,True,True,True,True,True,True,True,True,True
fada63d6-1275-47a1-b3ab-30eae222fd72::t1,POS_exact_entity_success_control,centroid_style,Toxic,Britney Spears,2,2,1,bm25,5,True,True,True,True,True,True,True,True,True,True
7c3154c5-d1c2-4f07-9b8d-96d187334f1b::t1,POS_exact_entity_success_control,centroid_style,Way Down We Go,"Kaleo, KALEO",1,1,1,bm25,5,True,True,True,True,True,True,True,True,True,True
3664db63-1623-4ae7-9910-dd8bc3c2bd83::t1,POS_exact_entity_success_control,centroid_style,No Scrubs,TLC,1,1,1,bm25,5,True,True,True,True,True,True,True,True,True,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t8,POS_clean_final_hit_control,centroid_style,Feel Good Inc,Gorillaz,2,2,1,lookup.resolved_artist_discography,5,True,True,True,True,True,True,True,True,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,centroid_style,Ivy,Frank Ocean,3,3,1,bm25,6,True,True,True,True,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,centroid_style,Even Flow,Pearl Jam,1,1,1,bm25,5,True,True,True,True,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,centroid_style,It Was A Good Day,Ice Cube,2,2,1,lookup.resolved_artist_discography,6,True,True,True,True,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,centroid_style,Rock with You - Single Version,Michael Jackson,1,1,1,bm25,6,True,True,True,True,True,True,True,True,True,True
